type,format,identifier,references
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC576276-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UUXSJGNURV/ffts/XC574858-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UUXSJGNURV/XC574858-Pigeon-Grey-fronted-Green-Treron-affinis-Kumbharoshi--Pratapgad-20110319-065-RNP.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC574641-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/XC574641-MourningDove2.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571301-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC571301-COLPAL_200603_5846_RNN76_Pk16.5.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC569548-STRDEC_200601-081139_ZOOM0026_LR_ChapErdre44.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC569548-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UZRIEUDUHM/XC580368-PeacefulDove_MonartoWoodlandsBrownsRd_SouthAustralia_Australia_20200726_131450.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UZRIEUDUHM/ffts/XC580368-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/OXOBWLVDLW/XC579333-25th%20July%20Wood%20Pigeon.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/OXOBWLVDLW/ffts/XC579333-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC577911-200418_2151_CEDO.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC577911-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/ffts/XC576084-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC576084-Red-eyed%20Dove.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/XC573793-ASR_2020_07_02_Col_tal.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/XC573793-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC580701-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BUGKVZBWKF/XC580701-DR0000_1276.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC577480-STRTUR_200719_6076_Barran65.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC577480-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC574126-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PJVGDPHDIM/XC574126-ramier.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/XC573488-White-winged%20Dove%20maviri%20july%204%201004_0586.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC573488-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC573091-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC573091-25-06-2020%2010e34%20Rolinha%20vaqueira%20%28Uropelia%20campestris-OK%29.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/XC568630-Stock%20Dove%2014-06-20.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/ffts/XC568630-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC567758-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC567758-200607_3898.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HCKTRQCLWR/XC567149-Tourterelle%20des%20bois200524_0190.MP3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HCKTRQCLWR/ffts/XC567149-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC565628-Turtle%20Dove.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC565628-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC564836-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC564836-Tourterelle%20turque%20chant%20atypique%20joyeux%20%2B.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC564557-LS_55571%20Houtduif%20song%20B.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC564557-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC561572-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/XC561572-22%20may.%208.29%20tortola%20eu-pinzon.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UKNISVRBBF/ffts/XC559016-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UKNISVRBBF/XC559016-WWDo.2020.05.16.AZ.Cochise.GuindaniCanyon.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC558594-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC558594-Ducula%20rufigaster%20uropygialis_iw_BAR_20171201_152500.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HCKTRQCLWR/ffts/XC555236-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HCKTRQCLWR/XC555236-Pigeon_colombin200419_0119.MP3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/ffts/XC553935-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/XC553935-STE-001_N6_17h15_Sdecaocto.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UZCHJCUDEF/ffts/XC551955-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UZCHJCUDEF/XC551955-Patagioenas%20picazuro%20ZOOM0016.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC568198-sierp%C3%B3wka%20dom%2014.06.2020%20%204.54.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC568198-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/VFMLXNQVNW/XC565519-200131_0545_GreyFrontedDove_song_YankuamMaycu_20200131_1737.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/VFMLXNQVNW/ffts/XC565519-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/XC564907-200526-090614rolabrava.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/ffts/XC564907-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FFNYJFDJXV/XC563304-200530-065753_MN_StrTur_SaCa_EDITEDlops.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FFNYJFDJXV/ffts/XC563304-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/LLZMVKACMC/XC562813-200528-T002_Tr7_Turkse%20Tortel%20M%2027052020%200606u_01.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/LLZMVKACMC/ffts/XC562813-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/GNYVMVEMZX/ffts/XC560059-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/GNYVMVEMZX/XC560059-aobato_s_200521_sub.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DUUYLLTNQS/ffts/XC559390-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DUUYLLTNQS/XC559390-Ramier%20Chaussins%20mai%2020.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC558809-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC558809-Skogsduva_03.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/XC558782-Default%20Project.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/ffts/XC558782-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/GWHQFOGHOO/ffts/XC558467-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/GWHQFOGHOO/XC558467-Streptopelia%20decaocto%20-%20Leszno%20podw%C3%B3rko%20%28hpf%20300hz%2048dB%20norm%20-3.0%29%2013.05.2020%2012.58.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC557738-Ptilinopus%20superbus%20superbus_iw_091208_05.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC557738-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/XC555244-473-266401-2799.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC555244-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/NRUIFMFTXY/ffts/XC553844-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/NRUIFMFTXY/XC553844-Stock%20Dove%20Driel%2020200426%200800.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/ffts/XC553051-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/XC553051-Red-naped%20Fruit-dove%20%40%20Sumba%20190809_0194.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC551648-200419_2207_WHGP.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC551648-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC549803-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/XC549803-0395%20BLL512-75%20Leptotila%20verreauxi.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/ffts/XC548534-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/XC548534-200408-080151rolacolar.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XOZOGBDPCP/XC548273-20200407-071128_EUCD.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XOZOGBDPCP/ffts/XC548273-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/AYVZLXCRDU/XC548101-Green%20Imperial%20Pigeon%2012.01.2018%20011.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC548101-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FJWHSZALHS/ffts/XC547166-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FJWHSZALHS/XC547166-T2S1-07a%202000-02-23%20Treron%20waalia.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/XC560633-COLPAL2020-05-03-0500-m.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC560633-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC558627-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC558627-Ptilinopus%20superbus%20superbus_iw_BAR_20171206_084113.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC557736-Ptilinopus%20iozonus%20iobiensis_iw_100617_04.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC557736-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC553211-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC553211-Tourterelle%20turque%20chant%20%2B.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC551646-200419_2204_WHGP.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC551646-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/XC549793-0394%20BLL526-13%20Leptotila%20rufaxilla.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC549793-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC568430-PlumbeousPigeon.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC568430-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/ffts/XC564654-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/XC564654-200602-006_NR5N6_20h14_Sturtur.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FFNYJFDJXV/XC563033-170721IncaDove-SPH.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FFNYJFDJXV/ffts/XC563033-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/XC562010-Mourning%20Dove%2025%20May%202020.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/ffts/XC562010-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JLFEFPLKYB/XC559249-tudo.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JLFEFPLKYB/ffts/XC559249-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC557728-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC557728-Ptilinopus%20aurantiifrons_iw_100616_01.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/VMCENKZEFD/ffts/XC554329-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/VMCENKZEFD/XC554329-191022_04%20Q%20D%200826.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC552745-Common%20Ground%20Dove%2C%2016.4..mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC552745-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PSTCNWXKNE/ffts/XC550864-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PSTCNWXKNE/XC550864-wp2.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/ffts/XC550549-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/XC550549-200409-072430rolacolar.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/XC581067-Collared%20Dove.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/ffts/XC581067-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/VCRVBXOHTS/XC579637-200726_0613%20INDO%20song%20adult%20morelos.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/VCRVBXOHTS/ffts/XC579637-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC578845-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/GPXJQQOAML/XC578845-04072020_stedec_call_1.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/POVKNQVSGU/ffts/XC578485-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/POVKNQVSGU/XC578485-Streptopelia%20turtur_song_22_07_20_Guejar%20Sierra%20%28online-audio-converter.com%29.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC575956-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/XC575956-Pigeon%2C%20Pied%20Imperial_2020-03-18_1105_SG_WCP.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/XC575130-LD_20190602_0543_164233341.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC575130-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/TNYAZUJQBM/ffts/XC573312-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/TNYAZUJQBM/XC573312-MVI_2273MX.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HJHDBFHLXM/XC572773-Leptotila%20verreauxi%2017%2005%202020.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HJHDBFHLXM/ffts/XC572773-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/XC570544-Eurasian%20collared%20Dove%20song%20privanzas%20june%2020%20628.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC570544-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JCQQBTTODK/XC567475-2019.Fergusson.m.amboinensis.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JCQQBTTODK/ffts/XC567475-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/WNLIDKJKXT/ffts/XC565778-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/WNLIDKJKXT/XC565778-STETUR_MixPre-041.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC564193-1005Columba_palumbus%2Csong.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC564193-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YTBRWMCEZV/ffts/XC562720-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YTBRWMCEZV/XC562720-Claravis_pretiosa-2965645%20%281%29%20%28online-audio-converter.com%29.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC558815-200414_1970_WBGP.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC558815-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC557898-Pigeon%20colombin%20chant%20%2B.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC557898-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/XC557726-Ptilinopus%20aurantiifrons_iw_100614_08.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IASEWSJZCS/ffts/XC557726-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC554228-Patagioenas%20plumbea.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/VGXDJMKETZ/ffts/XC554228-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC550727-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC550727-200426_11TTxc.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC578384-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/XC578384-Dove%2C%20Zebra_2019-08-01_1021_Indonesia_Java_Baluran.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC577916-200418_2149_CEDO.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC577916-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JXPGRIPRNX/XC576863-47353.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JXPGRIPRNX/ffts/XC576863-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC576511-Dove_Peaceful1_M6LOM-188_Coggers_Waterhole_Dawn_28thJun20.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC576511-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC579980-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC579980-COLPAL050620-T010%20%282%29.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/KSTJLKZWMR/ffts/XC579430-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/KSTJLKZWMR/XC579430-C.%20passerina%2010.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/ffts/XC578440-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPMWIWZKKC/XC578440-200719_2752_OTDO.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC575650-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC575650-Bronzewing_Common1_M6AK-393_Aloes_River_PM2_28thJun20.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC574925-Tourterelle%20des%20bois%20200710_1030_20SA_Cond%C3%A9_Canarderie_Mixpre%20834.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/ffts/XC574925-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/XC573520-ZebraDove_VientianeNongKhamSen_200705_0991_edited.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC573520-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/XC573025-Common%20Ground%20Dove%20song%20topo%20july%202%20750%20_0527.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC573025-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC571405-DoveCTurtle_FleurdalBFN_10200624b.MP3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JDCTKFMBKV/ffts/XC571405-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DUUYLLTNQS/ffts/XC570103-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DUUYLLTNQS/XC570103-Tourterelle%20des%20bois%20Chaussins%2020-06-2020%2008h45m00s.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EOJHNAIHEM/XC570004-Leptotila%20verreauxi.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EOJHNAIHEM/ffts/XC570004-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/ffts/XC581366-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/XC581366-200803_001_040510_houtduif.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC579936-200729-WP%20clip.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC579936-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC579297-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/XC579297-Inca%20Dove%20song%20BOGA%20july%2026%20948_0853.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HCYHERMPRG/ffts/XC576272-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HCYHERMPRG/XC576272-802_1878%20Patagioenas%20plumbea%20GPZ%20Puchimi%201600m%20.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/XC575958-Pigeon%2C%20Pied%20Imperial_2020-03-18_1112_SG_WCP.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC575958-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC572540-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC572540-30june20%20feral%20pigeon.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC571965-grzywacz%20Suble%2027.06.2020%20%208.07.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC571965-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HHNHJNDCVM/XC571235-TD%20North%20Yorks%2009-06-20.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HHNHJNDCVM/ffts/XC571235-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/ffts/XC569922-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/XC569922-hill%20pigeon%282020.6.19.6.53pm%29.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC579212-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/XC579212-25%20jul.%208.27%20torto%20turca.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC578178-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC578178-Pigeon_Crested2_M6AK-396_Aloes_River_Dawn_29thJun20.mp3,
