type,format,identifier,references
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC650008-210520-WH2%20clip.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC650008-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC649871-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC649871-K%C3%A4rrsn%C3%A4ppa_05.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/ffts/XC649240-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/XC649240-SS210516.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC649204-Brushane_03.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC649204-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SYXBULSSUU/ffts/XC649024-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SYXBULSSUU/XC649024-2152_SnipeLong.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC648768-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC648768-Storspov_14.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC648614-kszyk%20%C5%BBwak%C3%B3w%2014.05.2021%20%20%2020.55.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC648614-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC648551-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC648551-Dv%C3%A4rgbeckasin_05.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/XC648533-Gr%C3%B6nbena_20210512_1830_s%C3%A5ng_Stensj%C3%B6n_gluttsn%C3%A4ppa_AA_redigerad_202105.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC648533-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648515-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC648515-Whimbrel_Song_Cahore_270421_A.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC648335-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/XC648335-210513_0114%20Oeverloper.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC648074-Grutto%2C%20courtship%20call%2C%20IGS%2C%20230321%2C%202155%20uur.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC648074-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC654080-Myrsn%C3%A4ppa_12.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC654080-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC652181-TRITOT%20HAESKA%20210518_2706.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC652181-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC651320-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC651320-GALMED%20KELU%20210519_2734.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC649725-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC649725-Myrspov_03.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC649699-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC649699-Dv%C3%A4rgbeckasin_06.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/XC649428-ZOOM0002s.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/ffts/XC649428-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/XC649112-20210516_0432%20Gamba%20roja%20XC.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC649112-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/XC648951-Common%20Sandpiper.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC648951-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC648757-210514_027WS_XC.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC648757-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/ffts/XC648739-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/XC648739-green_sandpiper_2021_04_24.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/XC648720-GreaterYellowlegs3.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC648720-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/COLBPWBRIF/XC648658-2021051415_Tarnos_FC_Gambette%20x3%20B%20sous%20la%20pluie%200120.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/COLBPWBRIF/ffts/XC648658-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/XC648478-ShortBilledDowitcher1.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC648478-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC647848-Brushane_01.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC647848-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MPIWQQPFVT/XC646975-20210510%2006%20glutt%20herdla.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MPIWQQPFVT/ffts/XC646975-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/TYHTDXDCDQ/ffts/XC646858-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/TYHTDXDCDQ/XC646858-DN_10.5.21.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC653944-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/XC653944-210602_0057%20Waldschnepfe%20Pitzie-Ruf%20Bissendorfer%20Moor.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC652972-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/XC652972-210530_1528%20Grutto%20Groenzoom.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/XC652503-ZOOM0001alp.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/ffts/XC652503-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/XC652279-GALGAL2021-04-22-0802-KAPE-call-m.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC652279-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/POUECYRDLL/XC651968-Wood%20Sandpipers%20mating.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/POUECYRDLL/ffts/XC651968-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC651616-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/XC651616-LesserYellowlegs.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/TQLBVDPAVX/ffts/XC650923-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/TQLBVDPAVX/XC650923-25_53_42_tringa_totanus_3.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/QXIIPMBSII/ffts/XC649895-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/QXIIPMBSII/XC649895-ValdovoAndarrioschicoa20210514_010005.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BRNDUHWRLE/ffts/XC649462-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BRNDUHWRLE/XC649462-Whimbrel.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/XC649282-210515_0179_1m55s.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/ffts/XC649282-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/XC648773-GALGAL2021-04-18-0825-TORP-song-m.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC648773-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/XC648476-ShortBilledDowitcher3.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC648476-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC648421-Whimbrel_Song_Cahore_270421_B%2B.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648421-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC648403-Common%20Sandpiper_NFC_Toor%20Pier_240421_A%2B.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648403-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/XC647882-210510_0376%20Rotschenkel%20n%C3%B6rdlich%20Eiderdamm.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC647882-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/XC647864-COURLIS%20CORLIEU%202%20ind%20210511_23_45_P%C3%A0Smono3Aoms%C3%A9nart_LS_36199.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC647864-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC647846-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC647846-Gr%C3%B6nbena_19.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/CQLSWYNMJK/XC647611-Whimbrels%20Norman%20Rs%20Stanwood%20Apr%202021%20Edited.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC647611-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC654209-210430_Wood%20Sandpiper_call_MahaPivotFields_OC.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC654209-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/ffts/XC649250-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/XC649250-MK210516aberrant.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC648800-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/XC648800-Gr%C3%B6nbena_20210513_0513_varningsl%C3%A4te_Stensj%C3%B6myran_AA_redigerad_202105.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/ffts/XC648705-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DFMBFSBEKE/XC648705-redshank_2021_03_23.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648561-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC648561-Woodcock_Flight%20Call_Ballyhouras_070521_B_3.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UAJQCCPUIQ/XC648499-Limosa_limosa.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UAJQCCPUIQ/ffts/XC648499-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC648462-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC648462-kszyk%20%C5%BBwak%C3%B3w%2014.05.2021%20%20%2020.23.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC648444-Whimbrel_Flight%20Call_Cahore_270421_A.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648444-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/COJPKBPZLS/XC647517-oeverloper120521.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/COJPKBPZLS/ffts/XC647517-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC647337-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC647337-Enkelbeckasin_16.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/XC647319-redshank%2015%20April%202021%202136.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC647319-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/AUQJVMVQOD/XC647102-10MaiSteinw%C3%A4lzer.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/AUQJVMVQOD/ffts/XC647102-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/XC647021-Redshank%2009-05-21.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/ffts/XC647021-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC654085-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC654085-K%C3%A4rrsn%C3%A4ppa_06.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/WQZFZWNHJB/XC653419-COMSNI%2C%205%20Mile%20Point%2C%2020210601%20%282%29.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/WQZFZWNHJB/ffts/XC653419-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/XC652609-ZOOM0004tri.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BQFSTZRSEP/ffts/XC652609-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZIHYURAEWU/XC651802-take%20off.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZIHYURAEWU/ffts/XC651802-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC651127-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/XC651127-SHORT-BILLED%20DOWITCHER%20Chincoteague%20NWR%20VA%208.23am%2005072021.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC650867-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC650867-Regenwulp%2C%20flight%20call%2C%20IGS%2C%20260720%2C%202357%20uur.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/GVQLIFGMIY/XC650236-Nightjar%20and%20Woodcock%20Bishops%20Wood%200359am%2016052021.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/GVQLIFGMIY/ffts/XC650236-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/XC649531-MK210518.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/ffts/XC649531-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649469-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC649469-Wulp%2C%20call%2C%20flock%20of%2015%2C%20Jan%20Thijsseduin%20Terschelling%2C%20150521%2C%200943%20uur.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647753-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC647753-Snipe_NFC_Curraglass_060421_B.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/OYKHJEFUBO/ffts/XC647456-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/OYKHJEFUBO/XC647456-AnyConv.com__210511_006.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/XC647393-20210511_0109%20Gamba%20verda%20XC.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC647393-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PDMQHRJMYN/ffts/XC647096-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PDMQHRJMYN/XC647096-Bar-tailed%20Godwits%20NC%2009.05.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC654829-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/XC654829-210605_0059%20Bekassine%20Kaiserwinkel%20Beobachtungsturm%201.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC654135-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC654135-Myrspov_07.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/XC652948-210530_1518%20Tureluur%20Groenzoom.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC652948-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC652588-210528-CS%20clip.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC652588-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC652100-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC652100-TRITOT%20P6gari%20210516_2644e.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC652092-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC652092-TRITOT%20P6GARI%20210516_2639.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC652001-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC652001-TRITOT%20Tallman%20210523_2743.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MWJTSALTYT/XC651484-Lappspurv%20calls%200059%20Hellerud%2019%2005%2021.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MWJTSALTYT/ffts/XC651484-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC650007-210520-WH%20clip.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC650007-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649474-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC649474-Tureluur%2C%20zang%2C%20Vierde%20Duintjes%2C%20150521%2C%201221%20uur.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/OYKHJEFUBO/ffts/XC649221-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/OYKHJEFUBO/XC649221-dziwny%20siewkowiec.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PDMQHRJMYN/XC649023-Com%20Sand%2013.05.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PDMQHRJMYN/ffts/XC649023-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC648767-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC648767-Storspov_13.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC648415-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC648415-Dammsn%C3%A4ppa_04.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SLCOXWJWDM/XC648019-XC%20Regenbrachvogel%20Neuer%20Rhein%20Teil%202%20%28MONO-012%29%2015.11h%202021-05-12%20hp%201000-6db%20300-24db%20norm%20-5db%20hp%201000-6db.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SLCOXWJWDM/ffts/XC648019-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/XC647542-210512%200033%20Drillsn%C3%A4ppa%20Solberga.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/ffts/XC647542-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC647407-TRITOT300421-T064%20%282%29.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC647407-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/ffts/XC647344-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/XC647344-20210508_234001a.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC647326-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/XC647326-redshank%2015%20April%202021%202142.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC654089-Dv%C3%A4rgbeckasin_07.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC654089-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/HHXEHTNZKV/XC650140-geante%20cris%20et%20chants%20meles.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/HHXEHTNZKV/ffts/XC650140-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC649472-Regenwulp%2C%20fligt%20call%2C%205%20birds%2C%20Vierde%20Duintjes%2C%20150521%2C%201316%20uur.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649472-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC648611-Dammsn%C3%A4ppa_06.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC648611-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/TYHTDXDCDQ/XC647838-CS_13.5.21.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/TYHTDXDCDQ/ffts/XC647838-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/SOMQDMPPFN/ffts/XC647793-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/SOMQDMPPFN/XC647793-COMMON%20SANDPIPER%20%5Bnfc%5D%2001.38am%2011.05.2021%20Blavand%2C%20Denmark.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/XC647775-Snipe_NFC_Curraglass_120421_A_2.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647775-large.png,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/BAOIDDXCBX/ffts/XC647081-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/BAOIDDXCBX/XC647081-Whimbrel%2009May21.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/JJBJZNGTYV/ffts/XC653097-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/JJBJZNGTYV/XC653097-310521%2001h08m%20Rosse%20Grutto.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/ffts/XC653042-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC653042-Curlew0330IoSq30May21.mp3,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/XC651129-SOLITARY%20SANDPIPER%20Chincoteague%20NWR%20VA%208.31pm%2005062021.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC651129-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/EJIITXAJNY/XC650634-Wulp%20210303%20Kalmthoutse%20heide.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/EJIITXAJNY/ffts/XC650634-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC650193-Gr%C3%B6nbena_21.mp3,
StillImage,image/png,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC650193-large.png,
Sound,audio/mpeg,https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC649948-Mosn%C3%A4ppa_06.mp3,
